state,forecast_month,forecast_step,forecast_mean,ci_80_lower,ci_80_upper,ci_95_lower,ci_95_upper
Bihar,2026-07,7,1076941.5,0.0,2343876.41302701,0.0,3013909.0737386425
Bihar,2026-08,8,1136187.8214285716,0.0,2490598.2145398045,0.0,3206893.258634512
Bihar,2026-09,9,1195434.142857143,0.0,2632003.3030748777,0.0,3391748.9275894053
Bihar,2026-10,10,1254680.4642857146,0.0,2768957.318500179,0.0,3569799.523771167
Bihar,2026-11,11,1313926.785714286,0.0,2902113.748993679,0.0,3742044.1398699875
Bihar,2026-12,12,1373173.1071428575,0.0,3031980.2898653056,0.0,3909258.971523511
Chandigarh,2026-01,1,4084.599999999997,804.171865954564,7365.02813404543,0.0,9099.91914409442
Chandigarh,2026-02,2,3418.7999999999965,0.0,8058.025957557314,0.0,10511.532353207753
Chandigarh,2026-03,3,2752.9999999999964,0.0,8434.868198745055,0.0,11439.78757374439
Chandigarh,2026-04,4,2087.1999999999953,0.0,8648.056268090862,0.0,12117.83828818884
Chandigarh,2026-05,5,1421.3999999999942,0.0,8756.660303028375,0.0,12635.994535051184
Chandigarh,2026-06,6,755.599999999994,0.0,8790.975066281642,0.0,13040.572800243386
Chandigarh,2026-07,7,89.79999999999382,0.0,8768.997036503868,0.0,13359.087200895152
Chandigarh,2026-08,8,0.0,0.0,9278.451915114634,0.0,14185.46470641551
Chandigarh,2026-09,9,0.0,0.0,9841.2844021363,0.0,15045.957432283267
Chandigarh,2026-10,10,0.0,0.0,10373.624604079716,0.0,15859.831687984588
Chandigarh,2026-11,11,0.0,0.0,10879.94927235439,0.0,16633.931804847587
Chandigarh,2026-12,12,0.0,0.0,11363.736397490115,0.0,17373.575147488787
Chhattisgarh,2026-01,1,232111.38888888888,126970.24267481534,337252.5351029624,71365.17470824602,392857.60306953173
Chhattisgarh,2026-02,2,246947.68888888886,98255.65394949346,395639.7238282843,19618.212694493384,474277.1650832844
Chhattisgarh,2026-03,3,261783.98888888885,79674.1816800854,443893.79609769234,0.0,540204.598974111
Chhattisgarh,2026-04,4,276620.28888888884,66337.99646074176,486902.58131703595,0.0,598112.7172501746
Chhattisgarh,2026-05,5,291456.58888888883,56353.83872197574,526559.339055802,0.0,650896.050922547
Chhattisgarh,2026-06,6,306292.8888888889,48750.72969304939,563835.0480847284,0.0,700039.0917156014
Chhattisgarh,2026-07,7,321129.1888888888,42951.86344616994,599306.5143316076,0.0,746423.6958059941
Chhattisgarh,2026-08,8,335965.48888888885,38581.419010098034,633349.5587676796,0.0,790624.4412776798
Chhattisgarh,2026-09,9,350801.7888888888,35378.35024666815,666225.2275311095,0.0,833040.4314308173
Chhattisgarh,2026-10,10,365638.08888888883,33152.59105162689,698123.5867261507,0.0,873962.2509489773
Chhattisgarh,2026-11,11,380474.3888888888,31760.656868910708,729188.1209088669,0.0,913609.2677961877
Chhattisgarh,2026-12,12,395310.6888888888,31091.0744712819,759530.3033064958,0.0,952151.9090593331
Dadra And Nagar Haveli And Daman And Diu,2026-01,1,2117.5,1505.0819444782837,2729.9180555217163,1181.1978246313854,3053.8021753686144
Dadra And Nagar Haveli And Daman And Diu,2026-02,2,2239.0999999999995,1373.0100800390292,3105.1899199609697,914.9687651142726,3563.2312348857263
Dadra And Nagar Haveli And Daman And Diu,2026-03,3,2360.7,1299.9608123638498,3421.4391876361497,738.9770610242945,3982.422938975705
Dadra And Nagar Haveli And Daman And Diu,2026-04,4,2482.2999999999993,1257.4638889565667,3707.136111043432,609.6956492627701,4354.904350737228
Dadra And Nagar Haveli And Daman And Diu,2026-05,5,2603.8999999999996,1234.4915972052015,3973.308402794798,510.26468839484824,4697.535311605151
Dadra And Nagar Haveli And Daman And Diu,2026-06,6,2725.499999999999,1225.3882547043363,4225.611745295662,432.0374252890015,5018.962574710997
Dadra And Nagar Haveli And Daman And Diu,2026-07,7,2847.0999999999995,1226.7941266837913,4467.405873316207,369.87729196585906,5324.32270803414
Dadra And Nagar Haveli And Daman And Diu,2026-08,8,2968.699999999999,1236.5201600780583,4700.8798399219395,320.43753022854526,5616.962469771453
Dadra And Nagar Haveli And Daman And Diu,2026-09,9,3090.2999999999993,1253.0458334348505,4927.554166565148,281.39347389415525,5899.206526105843
Dadra And Nagar Haveli And Daman And Diu,2026-10,10,3211.8999999999987,1275.264064339917,5148.53593566008,251.0525476647722,6172.747452335225
Dadra And Nagar Haveli And Daman And Diu,2026-11,11,3333.499999999999,1302.3390949954253,5364.660905004573,228.1369939087631,6438.863006091235
Dadra And Nagar Haveli And Daman And Diu,2026-12,12,3455.0999999999985,1333.6216247276984,5576.578375272298,211.65412204858785,6698.545877951409
Delhi,2026-01,1,52995.99999999997,0.0,114371.66873297315,0.0,146830.8757539995
Delhi,2026-02,2,42047.06666666665,0.0,128845.36978855565,0.0,174749.62058156714
Delhi,2026-03,3,31098.133333333317,0.0,137403.9099273594,0.0,193624.9056611735
Delhi,2026-04,4,20149.199999999983,0.0,142900.53746594634,0.0,207818.9515079991
Delhi,2026-05,5,9200.266666666663,0.0,146440.4341181031,0.0,219021.42751285652
Delhi,2026-06,6,0.0,0.0,150339.071017876,0.0,229847.56567475584
Delhi,2026-07,7,0.0,0.0,162384.7560177298,0.0,248263.7455497273
Delhi,2026-08,8,0.0,0.0,173596.606243778,0.0,265405.107829801
Delhi,2026-09,9,0.0,0.0,184127.00619891955,0.0,281504.62726199866
Delhi,2026-10,10,0.0,0.0,194086.906112176,0.0,296731.93134154833
Delhi,2026-11,11,0.0,0.0,203560.06444441964,0.0,311215.0751256338
Delhi,2026-12,12,0.0,0.0,212611.55318805217,0.0,325053.54465568037
Goa,2026-01,1,7157.0,5434.70817660341,8879.29182339659,4523.854934588677,9790.145065411323
